file_path,label,politician,split,source,resolution
data/real/noboa/Daniel_Noboa_Real_crop_Presidente-DanielNoboa-Daule.jpg,real,noboa,test,web_scraping,512x512
data/real/noboa/Daniel_Noboa_Real_crop_revista-la-verdad-ecuador-daniel-noboa-entre-las-mejores-opciones-para-ser-presidente-de-la-asamblea.jpg,real,noboa,train,web_scraping,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f000714.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f001904.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f002023.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f002142.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f002380.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f002975.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f003332.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f003689.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f003808.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f003927.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f004046.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f005117.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f005355.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f005474.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f005593.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f005712.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f005831.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f005950.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f006426.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f006545.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f006783.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f006902.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f007021.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f007140.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f007378.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f008449.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f008568.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f008806.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f008925.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f009639.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f009877.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f009996.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f011305.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f011424.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f011662.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f012257.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f012495.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f012614.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f012733.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f012852.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f013209.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f013923.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f014042.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f014399.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f014518.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f015589.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f015708.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f015827.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f015946.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f016065.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f016779.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f017374.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f017493.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f018088.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f018326.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f018445.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f018683.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f018802.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f018921.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f019040.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f019754.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f019873.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f019992.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f020111.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f020468.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f021063.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f021182.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f021420.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f022134.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f022253.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f022967.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f023205.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f023443.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f023681.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f024157.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f024633.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f024752.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f025585.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f025823.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f025942.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f026299.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f026418.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f026537.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Ecuador’s__f026656.jpg,real,noboa,val,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f001805.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f002280.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f002375.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f002565.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f003040.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f003420.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f003515.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f003705.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f003800.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f003895.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f004085.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f004750.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f004845.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f004940.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f005035.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f005510.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f005605.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f005700.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f005795.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f006745.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f006840.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f006935.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f007030.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f007220.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f007315.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f007980.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f008170.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f008265.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f008360.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f008550.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f008835.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f009025.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f009500.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f009595.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f009690.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f009785.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f010070.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f010165.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f010830.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f010925.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f011020.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f011115.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f011305.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f011400.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f011590.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f012350.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f012540.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f012825.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f013110.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f013205.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f013585.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f013680.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f014060.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f014345.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f014440.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f014725.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f014915.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f015010.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f015295.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f015865.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f016055.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f016245.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f016340.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f016720.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f017005.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f017100.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f017385.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f018050.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f018335.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f018430.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f018715.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f019000.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f019095.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f019190.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f019760.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f019855.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f019950.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f020235.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f020995.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f021090.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f021185.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f021280.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f021850.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f022135.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f022420.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f022610.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f022705.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f022800.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f023085.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f023370.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f023465.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f023560.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f023845.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f023940.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f024035.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f025365.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f025460.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f025555.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f025650.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f026030.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f026600.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f026980.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f027075.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f027170.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f027645.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f027740.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f027835.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f027930.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f028025.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f028120.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f028215.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f028405.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f029070.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f029165.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f029260.jpg,real,noboa,train,video_extraction,512x512
data/real/noboa/Daniel_Noboa_Real_crop_vid_Entrevista_f029450.jpg,real,noboa,train,video_extraction,512x512
